,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
884,2022-09-08 20:32:45+00:00,https://twitter.com/EmpTy85404288/status/1567974242645311491,EmpTy85404288,Twitter Web App,"Canada, Eh","Don't sleep on $BSD Based. 100$ for a max wallet how can you go wrong.  Just looking at all the names in the telegram already is bullish AF.
277 members and growing steady
  
Eth GEM LowCapGEM ",3,1,0,3,-0.34,"Sentiment(polarity=-0.16666666666666669, subjectivity=0.7)",n't sleep bsd base 100 max wallet go wrong look name telegram alreadi bullish af 277 member grow steadi eth gem lowcapgem,negative
885,2022-09-10 21:54:31+00:00,https://twitter.com/sailortrades/status/1568719596428877829,sailortrades,Twitter Web App,,"ETH Daily 🔥

Squeeze breakout
Green arros
Green Dots
Still below track line with bearish bars.

Ethereum Crypto ",6,3,0,1,-0.34,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.19999999999999998)",eth daili 🔥 squeez breakout green arro green dot still track line bearish bar ethereum crypto,negative
886,2022-09-13 02:31:44+00:00,https://twitter.com/FXScrypto/status/1569514136366682113,FXScrypto,Hootsuite Inc.,,Ethereum prevented a dip below the threshold after the August dip despite the crippling fear of a crash in the market 💥  eth crypto $ethereum $ethusd,1,0,0,3,-0.3553,"Sentiment(polarity=0.0, subjectivity=0.0)",ethereum prevent dip threshold august dip despit crippl fear crash market 💥 eth crypto ethereum ethusd,negative
887,2022-09-13 13:41:35+00:00,https://twitter.com/chubbykoda/status/1569682706367418368,chubbykoda,Twitter for iPhone,Otherside,So we’re no longer bullish on the ETH Merge? 🤡,0,0,0,1,-0.3566,"Sentiment(polarity=0.0, subjectivity=0.0)",’ longer bullish eth merg 🤡,negative
888,2022-09-07 02:12:37+00:00,https://twitter.com/TheCryptoAcadLb/status/1567334998239223808,TheCryptoAcadLb,Twitter for Android,Overseas ,"ETH price update: 

The breakout that followed the consolidation phase, headed Ethereum's price action to the resistance level of $1,700

That being said, the bullish momentum was gained, not for long before the effects of the worldwide economic crisis stepped in again. ",0,0,0,0,-0.3612,"Sentiment(polarity=0.08333333333333333, subjectivity=0.2333333333333333)","eth price updat breakout follow consolid phase head ethereum 's price action resist level 1,700 said bullish momentum gain long effect worldwid econom crisi step",negative
889,2022-09-13 16:39:13+00:00,https://twitter.com/CryptusMedia/status/1569727412237115395,CryptusMedia,Twitter Web App,Web3,"[15/31] The Ice Age🧊
 
The difficulty bomb will finally explode, and PoW mining will grind to a halt and freeze
 
Btw thanks to _tomar from  for a brief explanation of  performance about post-merge ETH during EthCC 5👇
",10,2,0,1,-0.3612,"Sentiment(polarity=0.06666666666666667, subjectivity=0.5111111111111111)",15/31 ice age🧊 difficulti bomb final explod pow mine grind halt freez btw thank _tomar brief explan perform post-merg eth ethcc 5👇,negative
890,2022-09-12 22:00:43+00:00,https://twitter.com/TA_CryptoTrades/status/1569445930642083841,TA_CryptoTrades,Twitter Web App,charts,"as long as ETH holds this line heading towards CPI, im bullish. if it breaks i switch my narrative. if 1680 holds minutes before CPI announcement im longing with tight SL below if not and the line breaks i immediately reverse short. overall its not looking good. ",1,0,1,0,-0.3624,"Sentiment(polarity=0.09428571428571428, subjectivity=0.31714285714285717)",long eth hold line head toward cpi im bullish break switch narrat 1680 hold minut cpi announc im long tight sl line break immedi revers short overal look good,negative
891,2022-09-07 12:30:11+00:00,https://twitter.com/TheBullishMoon/status/1567490411609849858,TheBullishMoon,Twitter for Android,Web 3.0,"As I said yesterday, Ethereum broke down to $1.5k, following the bearish wedge pattern.

Now, ETH is currently testing the support at $1.5k. 

If it breaks through,we could see a drop all the way to $1.4k and even lower to $1k!

If it breaks through that as well!

BUT! ",2,1,1,2,-0.3666,"Sentiment(polarity=-0.051851851851851864, subjectivity=0.262962962962963)",said yesterday ethereum broke 1.5k follow bearish wedg pattern eth current test support 1.5k break could see drop way 1.4k even lower 1k break well,negative
892,2022-09-13 12:50:57+00:00,https://twitter.com/AmoxidEth/status/1569669966051348480,AmoxidEth,Twitter Web App,Metaverse," my last ETH nft im Bullish on makes some dope shit ! 

After 1 Year building some really cool stuff popping up every day !",2,1,0,0,-0.38,"Sentiment(polarity=0.0625, subjectivity=0.5055555555555555)",last eth nft im bullish make dope shit 1 year build realli cool stuff pop everi day,negative
893,2022-09-13 14:09:59+00:00,https://twitter.com/WiseAnalyze/status/1569689853993930755,WiseAnalyze,Twitter Web App,,"Ethereum dumped directly to July VAH. Potentially may see it at developing quarter VWAP around 1555.
Remember - market crash is an opportunity to buy. Just wait for bearish momentum to slow down.

ETH $ETH cryptocurrency ",8,0,0,1,-0.3818,"Sentiment(polarity=-0.0888888888888889, subjectivity=0.5222222222222221)",ethereum dump direct juli vah potenti may see develop quarter vwap around 1555. rememb market crash opportun buy wait bearish momentum slow eth eth cryptocurr,negative
894,2022-09-11 15:45:23+00:00,https://twitter.com/CryptoSignalMs/status/1568989088287449090,CryptoSignalMs,Zapier.com,,"🔥💪 ETH - 👉SIGNAL👉 Our Analysis shows a Bullish Buying Signal for $ETH at Price 1765.93714546754 

🔁 Retweet if you're not selling!

🚀 Get these signals:  ",0,0,0,0,-0.4003,"Sentiment(polarity=0.0, subjectivity=0.0)",🔥💪 eth 👉signal👉 analysi show bullish buy signal eth price 1765.93714546754 🔁 retweet re sell 🚀 get signal,negative
895,2022-09-08 14:13:11+00:00,https://twitter.com/kalimber19/status/1567878722501345281,kalimber19,Twitter for iPhone,," Take a look at Akiyoshi, this chart is about to explode 🔥  around 350k mcap right now 👀 Ryoshi related. 
0 taxes! $AKI AKI  ETH ",0,0,0,0,-0.4003,"Sentiment(polarity=0.14285714285714285, subjectivity=0.46785714285714286)",take look akiyoshi chart explod 🔥 around 350k mcap right 👀 ryoshi relat 0 tax aki aki eth,negative
896,2022-09-06 20:19:20+00:00,https://twitter.com/DerShrink/status/1567246088456863745,DerShrink,Twitter for Android,Decentralized,"_Worf  👀👀🔥
So bullish on $kazu  and its PoB dao protocol!
1000xgem hiddengem erc20 eth usdc staking ",2,0,0,0,-0.4003,"Sentiment(polarity=0.0, subjectivity=0.0)",_worf 👀👀🔥 bullish kazu pob dao protocol 1000xgem hiddengem erc20 eth usdc stake,negative
897,2022-09-14 13:05:24+00:00,https://twitter.com/kratos_harmony/status/1570035988340310017,kratos_harmony,Twitter for iPhone,"California, US","Ethereum Merge is HERE ( 0 days 16 hrs 17 mins - Estimated based on difficulty and hash rate) 
 is switching to Proof of Stake! Bullish news for PoS Blockchain 🚀 $ONE HarmonyONE Crypto ETH ETHMerge ",17,1,0,6,-0.4003,"Sentiment(polarity=0.0, subjectivity=0.0)",ethereum merg 0 day 16 hrs 17 min estim base difficulti hash rate switch proof stake bullish news pos blockchain 🚀 one harmonyon crypto eth ethmerg,negative
898,2022-09-08 12:32:16+00:00,https://twitter.com/enzo305eth/status/1567853323687952386,enzo305eth,Twitter for iPhone,"Tampa, FL", and  is starting the next bull cycle. Let’s see what happens after the eth merge. Bullish asf! 🔥,1,0,0,0,-0.4003,"Sentiment(polarity=0.0, subjectivity=0.05)",start next bull cycl let ’ see happen eth merg bullish asf 🔥,negative
899,2022-09-08 14:13:26+00:00,https://twitter.com/kalimber19/status/1567878782152851458,kalimber19,Twitter for iPhone,," Take a look at Akiyoshi, this chart is about to explode 🔥  around 350k mcap right now 👀 Ryoshi related. 
0 taxes! $AKI AKI  ETH ",0,0,0,0,-0.4003,"Sentiment(polarity=0.14285714285714285, subjectivity=0.46785714285714286)",take look akiyoshi chart explod 🔥 around 350k mcap right 👀 ryoshi relat 0 tax aki aki eth,negative
900,2022-09-14 05:53:29+00:00,https://twitter.com/ConfessionsFR/status/1569927295779115008,ConfessionsFR,Twitter for Android,Paris ,"J'ai investi 16 k € sur $ETH en DCA durant le crash covid.

anecdotes crypto confessions Cryptomonnaies eth dca covid ",295,21,0,27,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",j'ai investi 16 k € sur eth en dca durant le crash covid anecdot crypto confess cryptomonnai eth dca covid,negative
901,2022-09-14 05:20:35+00:00,https://twitter.com/JuanChavMaci/status/1569919014935330818,JuanChavMaci,dlvr.it,"Queretaro, Mexico","Ethereum corrected lower below $1,650 against the US Dollar. ETH must stay above the $1,550 support zone to avoid a sharp bearish reversal. Ethereum started a key downside correction and traded below the $1,650 level. The price is now trading below $1,650 and the 100… ETH ",0,0,0,1,-0.4019,"Sentiment(polarity=-0.041666666666666664, subjectivity=0.6166666666666667)","ethereum correct lower 1,650 us dollar eth must stay 1,550 support zone avoid sharp bearish revers ethereum start key downsid correct trade 1,650 level price trade 1,650 100… eth",negative
902,2022-09-09 19:47:03+00:00,https://twitter.com/Cryptoprenure/status/1568325131084374016,Cryptoprenure,dlvr.it,,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash  Ethereum ETH",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum price could ralli 1,800 big crash ethereum eth",negative
903,2022-09-14 06:38:04+00:00,https://twitter.com/Schwung_sol/status/1569938512342032386,Schwung_sol,Twitter Web App,,"ETHUSDT Perpetual Contract (TV)- after the big crash yesterday, trying to test the new resistance of 1627.75 - potential gap up once breach resistance.
ETH Bybit cpiinflation cryptocrash 
* THIS IS BASED ON MY OWN RESEARCH, NOT A BUY CALL, NFA DYOR. ",1,0,0,3,-0.4019,"Sentiment(polarity=0.18409090909090908, subjectivity=0.6386363636363637)",ethusdt perpetu contract tv big crash yesterday tri test new resist 1627.75 potenti gap breach resist eth bybit cpiinflat cryptocrash base research buy call nfa dyor,negative
904,2022-09-09 19:48:33+00:00,https://twitter.com/Coinboard/status/1568325505165967361,Coinboard,dlvr.it,"London, United Kingdom","Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash  Ethereum ETH ethereum ETHUSDT",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum price could ralli 1,800 big crash ethereum eth ethereum ethusdt",negative
905,2022-09-09 13:05:26+00:00,https://twitter.com/CryptoLunatix/status/1568224059833597952,CryptoLunatix,Twitter for iPhone,Moon ,"Ethereum heading into major resistance just in time for the CPI announcement and the completion of EthereumMerge next week ⚠️

The trend is still bearish imo, ETH can easily retest the 1k levels, worst case scenario would be tapping into $500 range 🐻 ",0,0,0,1,-0.4019,"Sentiment(polarity=-0.12604166666666666, subjectivity=0.5833333333333334)",ethereum head major resist time cpi announc complet ethereummerg next week ⚠️ trend still bearish imo eth easili retest 1k level worst case scenario would tap 500 rang 🐻,negative
906,2022-09-09 22:09:28+00:00,https://twitter.com/CruelCrypto/status/1568360967322353665,CruelCrypto,Twitter for Android,, It says on the official Ethereum ETH Merge website that nothing noticeable will happen with the merge. You won't even know the merge is happening. Nothing will feel different to the regular trader/investor before or after the merge. Don't know why people calling for crash.,0,0,0,0,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.3384615384615385)",say offici ethereum eth merg websit noth notic happen merg wo n't even know merg happen noth feel differ regular trader/investor merg n't know peopl call crash,negative
907,2022-09-09 19:48:33+00:00,https://twitter.com/CappcoinsCrypto/status/1568325505677672448,CappcoinsCrypto,dlvr.it,"Brisbane, Australia","Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash  Ethereum ETH ethereum",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum price could ralli 1,800 big crash ethereum eth ethereum",negative
908,2022-09-14 09:54:53+00:00,https://twitter.com/TheCryptopion/status/1569988046317318147,TheCryptopion,Twitter Web App,Singapore,The Merge Crash ETH Ethereum,1,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",merg crash eth ethereum,negative
909,2022-09-09 22:42:36+00:00,https://twitter.com/wealthmonks/status/1568369307448651778,wealthmonks,FullStackChimps,Join our telegram channel 👉,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash
Ethereum ETH ethereum ETHUSDT ",0,0,0,0,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum price could ralli 1,800 big crash ethereum eth ethereum ethusdt",negative
910,2022-09-08 23:28:05+00:00,https://twitter.com/bitnnock/status/1568018365012398081,bitnnock,Twitter for iPhone,ʙʟᴏᴄᴋᴄʜᴀɪɴ,These 5 Cryptos are Set to Rocket Higher After the Bitcoin Crash LUNC ETH IBAT ,3,0,0,0,-0.4019,"Sentiment(polarity=0.25, subjectivity=0.5)",5 crypto set rocket higher bitcoin crash lunc eth ibat,negative
911,2022-09-07 06:47:35+00:00,https://twitter.com/DeFiHedgehog/status/1567404192578555908,DeFiHedgehog,dlvr.it,Foraging alpha nuggets🌟,"After Bitcoin and Ethereum Prices Crash, ‘Crypto Winter Now Hangs in the Balance,’ Says This Expert - NextAdvisor  Ethereum ETH",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",bitcoin ethereum price crash ‘ crypto winter hang balanc ’ say expert nextadvisor ethereum eth,negative
912,2022-09-08 06:35:36+00:00,https://twitter.com/JetkingLtd/status/1567763567751081985,JetkingLtd,Twitter Web App,India,"Once the Ethereum merge completes, will the price pump or will it crash?

cryptocurrency Crypto Ethereum ETH EthereumMerge ETHMerge $ETH",1,2,0,2,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",ethereum merg complet price pump crash cryptocurr crypto ethereum eth ethereummerg ethmerg eth,negative
913,2022-09-08 05:22:06+00:00,https://twitter.com/DeFiHedgehog/status/1567745068416774144,DeFiHedgehog,dlvr.it,Foraging alpha nuggets🌟,"Bitcoin ($BTC) – Bitcoin, Ethereum Lead $364M Crypto Liquidations Amid Market Crash - Benzinga  Ethereum ETH",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",bitcoin btc – bitcoin ethereum lead 364m crypto liquid amid market crash benzinga ethereum eth,negative
914,2022-09-12 15:40:59+00:00,https://twitter.com/CRYPTOPIN100/status/1569350369020452865,CRYPTOPIN100,Twitter for Android,Romania,"Daca Eth ar face un flash crash, sub $1500, ce faci?",2,1,1,2,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",daca eth ar face un flash crash sub 1500 ce faci,negative
915,2022-09-08 10:13:59+00:00,https://twitter.com/tuhlee4021/status/1567818525095378945,tuhlee4021,Twitter for iPhone,,"More details will come shortly on the Custom Idol, jump into the discord for further discussion.

GuardiansOfEthereum Merge Ethereum ETH Bullish NFTCommunity EthereumMerge ETHMerge EthMergeArt NFTs",3,0,0,1,-0.4019,"Sentiment(polarity=0.16666666666666666, subjectivity=0.43333333333333335)",detail come short custom idol jump discord discuss guardiansofethereum merg ethereum eth bullish nftcommun ethereummerg ethmerg ethmergeart nfts,negative
916,2022-09-09 19:48:37+00:00,https://twitter.com/bitbangprofits/status/1568325522018701312,bitbangprofits,dlvr.it,Worldwide,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash  Ethereum ETH ethereum ",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum price could ralli 1,800 big crash ethereum eth ethereum",negative
917,2022-09-09 19:48:34+00:00,https://twitter.com/dumbwire/status/1568325509276368896,dumbwire,dlvr.it,"Houston, TX","Ethereum ETH ethereum ETHUSDT Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash  -  ",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.1)","ethereum eth ethereum ethusdt ethereum price could ralli 1,800 big crash",negative
918,2022-09-12 07:02:42+00:00,https://twitter.com/bagheeraclub/status/1569219937608024065,bagheeraclub,Twitter for iPhone,,"Conseil du jour: vendez vos NFT pre reveal.

Tous les projets crash post reveal. Même si parfois la demande est assez forte pour surpasser les listings et faire remonter le FP, 99% du temps vous serez déçu de ne pas avoir vendu avant. 

Eth Web3 Strategies Investissement",11,7,0,0,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",conseil du jour vendez vos nft pre reveal tous les projet crash post reveal même si parfoi la demand est assez fort pour surpass les list et fair remont le fp 99 du temp vous serez déçu de ne pas avoir vendu avant eth web3 strategi investiss,negative
919,2022-09-13 21:30:15+00:00,https://twitter.com/zerosumtrayder/status/1569800653517602823,zerosumtrayder,Twitter for iPhone,London,ETH could move in two different ways: Move 1: it breaks out from macro descending wedge. Move 2: it dumps off resistance then bounces off descending wedge bottom line then breaks out. Ultimately imo it makes a bullish move into next year. Bullish on $ETH ,1,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.5333333333333333)",eth could move two differ way move 1 break macro descend wedg move 2 dump resist bounc descend wedg bottom line break ultim imo make bullish move next year bullish eth,negative
920,2022-09-07 15:49:36+00:00,https://twitter.com/johnmorganFL/status/1567540598508331010,johnmorganFL,Twitter Web App,"For now, Earth","Crypto Flipsider News – Crypto Market Crash; ETH Falls 10%; Ripple CBDC News; Kyber Hack Update; Brazil Crypto Investors

",0,0,0,0,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",crypto flipsid news – crypto market crash eth fall 10 rippl cbdc news kyber hack updat brazil crypto investor,negative
921,2022-09-13 20:14:30+00:00,https://twitter.com/RRtiger_vzla/status/1569781590347202561,RRtiger_vzla,Twitter for Android,venezuela,"DATO .  Apple  y Microsoft  registran la mayor perdida en un dia desde septiembre del 2020.. 

Palo y palo. 

BTCUSDT ETH crash ",0,0,0,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",dato appl microsoft registran la mayor perdida en un dia desd septiembr del 2020 .. palo palo btcusdt eth crash,negative
922,2022-09-07 17:14:48+00:00,https://twitter.com/Mal_ComeUp/status/1567562038984974338,Mal_ComeUp,Twitter for Android,"　東京, Yokohama, NYC, London","Ethereum $eth merge is gonna crash Price of Ethereum 
1: miners migrate sell eth from pow to pos or to $etc etc  
2: ethreum 32 eth stakers may be allowed to sell their eth for real life usage. 
3: dapps dedges dexes also have To adjust",3,0,0,2,-0.4019,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",ethereum eth merg gon na crash price ethereum 1 miner migrat sell eth pow pos etc etc 2 ethreum 32 eth staker may allow sell eth real life usag 3 dapp dedg dex also adjust,negative
923,2022-09-11 19:50:44+00:00,https://twitter.com/Azthork/status/1569050830770249731,Azthork,Twitter for Android,,"3 days, 9 hours and 24 minutes for the Ethereum after-merge crash.
$ETH ETH Crypto ",2,0,1,1,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",3 day 9 hour 24 minut ethereum after-merg crash eth eth crypto,negative
924,2022-09-08 03:29:56+00:00,https://twitter.com/BitCheckerLTD/status/1567716843410067457,BitCheckerLTD,Twitter Web App,Cryptoverse,"CryptoTrends 

Crypto Market Crash; ETH Falls 10%; Ripple CBDC News; Kyber Hack Update; Brazil Crypto Investors

📎 ",0,0,0,0,-0.4019,"Sentiment(polarity=0.0, subjectivity=0.0)",cryptotrend crypto market crash eth fall 10 rippl cbdc news kyber hack updat brazil crypto investor 📎,negative
925,2022-09-14 14:53:15+00:00,https://twitter.com/SnoopMinerETH/status/1570063131279347713,SnoopMinerETH,Twitter for iPhone,,It will be bullish as METAMINER is going to change the crypto world as we have NFTS that will mine ETH And we are headed to the Metaverse in a couple weeks.  Our BlueChipNFT partners  and we are embarking on a powerhouse of a journey!  Don’t miss it!!!!🦍🌟⚒️💯 ,11,8,0,5,-0.4153,"Sentiment(polarity=0.0, subjectivity=0.0)",bullish metamin go chang crypto world nfts mine eth head metavers coupl week bluechipnft partner embark powerhous journey ’ miss 🦍🌟⚒️💯,negative
926,2022-09-12 18:26:14+00:00,https://twitter.com/legionario_de/status/1569391952742825990,legionario_de,Twitter for Android,,Hay un tapón en 1750 q no le deja subir al ETH reventará? Así lleva todo el santo día!!,1,0,0,0,-0.4184,"Sentiment(polarity=0.0, subjectivity=0.0)",hay un tapón en 1750 q le deja subir al eth reventará así lleva todo el santo día,negative
927,2022-09-08 08:32:48+00:00,https://twitter.com/sailortrades/status/1567793059152203777,sailortrades,Twitter Web App,,"Ethereum 1h

Confirmed reversal but still above track line with bullish bars.
No dots atm.

ETH ",2,0,0,0,-0.4215,"Sentiment(polarity=0.2, subjectivity=0.55)",ethereum 1h confirm revers still track line bullish bar dot atm eth,negative
928,2022-09-14 00:09:43+00:00,https://twitter.com/Macks_World781/status/1569840782022184960,Macks_World781,Twitter for Android,,cryptocrash you see a crash I see a chance to get it at a low price. ETH merge is in days.,20,1,0,8,-0.4215,"Sentiment(polarity=0.0, subjectivity=0.3)",cryptocrash see crash see chanc get low price eth merg day,negative
929,2022-09-12 23:38:53+00:00,https://twitter.com/TA_CryptoTrades/status/1569470637336571910,TA_CryptoTrades,Twitter for Android,charts,"I suggest no one trade this ETH volatility. Wait until tomorrow CPI. 8.1 expect. If it comes below 8 it's gonna be a massive rally. Above and everything crashes down. Although eth looks bearish rn, it's not worth the gamble.",0,0,0,0,-0.434,"Sentiment(polarity=-0.0763888888888889, subjectivity=0.3722222222222223)",suggest one trade eth volatil wait tomorrow cpi 8.1 expect come 8 's gon na massiv ralli everyth crash although eth look bearish rn 's worth gambl,negative
930,2022-09-08 07:56:44+00:00,https://twitter.com/Wout93495937/status/1567783982485364736,Wout93495937,Twitter Web App,,_Crypto  _Ether     _bitlord7  $HEXT is a gem so lucky we found it early! I'm super-bullish ngl 🔥🔥🔥 HEXTAMA $HEXT $TSUKA Saitama SaitamaWolfPack HexTamaWolfPack UNISWAPGEM ETH,1,0,0,0,-0.4359,"Sentiment(polarity=0.22916666666666666, subjectivity=0.5666666666666667)",_crypto _ether _bitlord7 hext gem lucki found earli 'm super-bullish ngl 🔥🔥🔥 hextama hext tsuka saitama saitamawolfpack hextamawolfpack uniswapgem eth,negative
931,2022-09-07 01:15:54+00:00,https://twitter.com/krziwon/status/1567320723827429379,krziwon,Twitter for iPhone,,"Look at   Team is heavily working! staking $Spunk and 3DNFTs will be extraordinary, Teaser of the P2E Game will be released very soon💎bullish af💎🚀💎 don’t miss Crypto ETH UnrealEngine5  _NFT    ",8,6,0,2,-0.4389,"Sentiment(polarity=-0.029166666666666674, subjectivity=0.5499999999999999)",look team heavili work stake spunk 3dnfts extraordinari teaser p2e game releas soon💎bullish af💎🚀💎 ’ miss crypto eth unrealengine5 _nft,negative
932,2022-09-13 19:44:58+00:00,https://twitter.com/nilesh_rohilla/status/1569774158258765827,nilesh_rohilla,Twitter Web App,,"ONE BIG EVENT CLOSED, CPI data crash market badly BUT Another BIG EVENT OF CRYPTO with in 33hrs and it is much bigger than CPI Data.

Eye On ETH Merge.

ETH ETHMERGE Ethereum POW POS ",2,0,0,4,-0.4404,"Sentiment(polarity=-0.15999999999999998, subjectivity=0.29333333333333333)",one big event close cpi data crash market bad anoth big event crypto 33hrs much bigger cpi data eye eth merg eth ethmerg ethereum pow pos,negative
933,2022-09-12 15:27:02+00:00,https://twitter.com/Adaminvestin/status/1569346856987279361,Adaminvestin,Twitter Web App,  ,"ETH will explode ! All analysis lead to same scenario ! 
Ethereum merge is on high expectations crypto is hot these days🔥🚀 ",0,0,0,1,-0.4559,"Sentiment(polarity=0.1366666666666667, subjectivity=0.505)",eth explod analysi lead scenario ethereum merg high expect crypto hot days🔥🚀,negative
934,2022-09-12 19:03:39+00:00,https://twitter.com/Berkshirecoin/status/1569401372361035776,Berkshirecoin,Twitter for Android,,"The Crash is coming!
eth
inflation cpi ",6,0,0,1,-0.4574,"Sentiment(polarity=0.0, subjectivity=0.0)",crash come eth inflat cpi,negative
935,2022-09-09 16:33:40+00:00,https://twitter.com/XForceGlobal/status/1568276462347894791,XForceGlobal,Twitter Web App,Location: Your Heart,"$ETH
Shorter Timeframe Analysis

Looking at a few possibilities of how ETH could be playing out over the course of the next few weeks. Sadly, most of them just lead to the same ultimatum of a downside. This is why you can be bullish in the short term and bearish in the mid term. ",42,7,0,8,-0.4588,"Sentiment(polarity=0.014285714285714282, subjectivity=0.16071428571428573)",eth shorter timefram analysi look possibl eth could play cours next week sad lead ultimatum downsid bullish short term bearish mid term,negative
936,2022-09-13 16:04:57+00:00,https://twitter.com/___spiral____/status/1569718786433126400,___spiral____,Twitter Web App,,"$ETH crypto ETH Merge

Update fractal 

Weekly reversal candles are not a good friend, so if there is any failure on the Merge, probably we could see a nice red dildo...

Anyway, we need to keep holding the microstructure trend line to validate the bullish continuation. ",6,1,0,2,-0.465,"Sentiment(polarity=-0.01666666666666669, subjectivity=0.47500000000000003)",eth crypto eth merg updat fractal week revers candl good friend failur merg probabl could see nice red dildo ... anyway need keep hold microstructur trend line valid bullish continu,negative
937,2022-09-14 11:53:44+00:00,https://twitter.com/TediGanja/status/1570017954179481600,TediGanja,Periscope,"Boston, MA",What investors  can expect from  Ethereum’s Merge?  Crash or Pump?  EthereumMerge ETH POS 167 ,7,2,0,1,-0.4696,"Sentiment(polarity=0.0, subjectivity=0.0)",investor expect ethereum ’ merg crash pump ethereummerg eth pos 167,negative
938,2022-09-11 13:30:06+00:00,https://twitter.com/Jamie1Coutts/status/1568955042706739202,Jamie1Coutts,Circleboom Publish,Singapore,ETH dominance: a snapshot of the past 30 days' revenue and profit captured on the major blockchains. Hidden behind this visual is the rise of L2s which are also stealing mkt share away from alt-L1s.  Not a particularly bullish summasise for these 'ETH killers'. ,14,2,0,0,-0.4767,"Sentiment(polarity=-0.13958333333333334, subjectivity=0.3527777777777778)",eth domin snapshot past 30 day revenu profit captur major blockchain hidden behind visual rise l2s also steal mkt share away alt-l1 particular bullish summasis eth killer,negative
939,2022-09-09 14:13:14+00:00,https://twitter.com/ABJwhalee/status/1568241121444200449,ABJwhalee,Twitter for Android,Mars,eth will crash hard after the merge ETH,0,0,1,0,-0.4767,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",eth crash hard merg eth,negative
940,2022-09-14 15:41:11+00:00,https://twitter.com/iamLewcid/status/1570075192516386825,iamLewcid,Twitter for iPhone,"ᴛʀᴇᴇ ᴄɪᴛʏ, ɴᴇᴡ ʏᴏʀᴋ","CT went from 99% bullish a month ago to 99% bearish today. The masses are normally wrong, CPI was just a master class on that. Holding my ETH with a PT $1900-$2000 EthereumMerge",0,0,0,0,-0.4767,"Sentiment(polarity=-0.5, subjectivity=0.9)",ct went 99 bullish month ago 99 bearish today mass normal wrong cpi master class hold eth pt 1900- 2000 ethereummerg,negative
941,2022-09-10 02:44:09+00:00,https://twitter.com/crypto_wai/status/1568430097769852928,crypto_wai,Twitter Web App,,"Trying to time the crypto market is a fool's game. I'll be looking out for a crash after the Merge to pick up the real ETH (PoS). Only fools will try to time &amp; sell ETHPoW. Too much leveraged bullish play turning FUD into FOMO.

I'm looking to buy when the excitement is over.",0,0,0,1,-0.4824,"Sentiment(polarity=0.0, subjectivity=0.47500000000000003)",tri time crypto market fool 's game ll look crash merg pick real eth pos fool tri time amp sell ethpow much leverag bullish play turn fud fomo 'm look buy excit,negative
942,2022-09-13 22:57:25+00:00,https://twitter.com/Matthew32073304/status/1569822586808270849,Matthew32073304,Twitter for iPhone,United Kingdom," Buying  now is low risk IMO, it’s oversold which is very bullish considering what’s coming. I’ve bought the dip yonko luff dev usdc eth the dev has already push luffy up to 300m, that’s 600x from here.",3,1,0,1,-0.4939,"Sentiment(polarity=0.1, subjectivity=0.3)",buy low risk imo ’ oversold bullish consid ’ come ’ bought dip yonko luff dev usdc eth dev alreadi push luffi 300m ’ 600x,negative
